hour,flow_mean_avg,flow_mean_std,flow_mean_min,flow_mean_max,flow_var_avg,occupancy_avg,occupancy_std,occupancy_p50,occupancy_p90,n_frames_lit,dark_fraction,file_count,frac_idle,frac_active,frac_drinking,frac_feeding,frac_preening,frac_perching,frac_wing_flapping
2025-07-05 18:00:00,0.25023600517534744,0.04228581322106547,0.16743075847625732,0.41416415572166443,0.5562533963398606,0.03885084763071896,0.009678928421483851,0.037098524305555554,0.052208333333333336,102.0,0.9432703003337041,2,,,,,,,
2025-07-05 19:00:00,,,,,,,,,,,1.0,2,,,,,,,
2025-07-05 20:00:00,,,,,,,,,,,1.0,2,,,,,,,
2025-07-05 21:00:00,,,,,,,,,,,1.0,2,,,,,,,
2025-07-05 22:00:00,,,,,,,,,,,1.0,2,,,,,,,
2025-07-05 23:00:00,,,,,,,,,,,1.0,3,,,,,,,
2025-07-06 00:00:00,,,,,,,,,,,1.0,2,,,,,,,
2025-07-06 01:00:00,,,,,,,,,,,1.0,2,,,,,,,
2025-07-06 02:00:00,,,,,,,,,,,1.0,2,,,,,,,
2025-07-06 03:00:00,,,,,,,,,,,1.0,2,,,,,,,
2025-07-06 04:00:00,,,,,,,,,,,1.0,3,,,,,,,
2025-07-06 05:00:00,,,,,,,,,,,1.0,2,,,,,,,
2025-07-06 06:00:00,0.24190726336399995,0.06137236510779409,0.1317753791809082,0.5840360522270203,0.5381102039022966,0.03398794315980431,0.013545729330217514,0.031714409722222225,0.05111067708333334,1692.0,0.05790645879732739,2,,,,,,,
2025-07-06 07:00:00,0.2114305234678467,0.04748300415969394,0.1257738620042801,0.46188870072364807,0.40991572476819815,0.02649473659803376,0.010898779271238265,0.025034722222222222,0.04123871527777778,1797.0,0.0,2,,,,,,,
2025-07-06 08:00:00,0.19434167365973465,0.045238024634236554,0.1271897554397583,0.4378248155117035,0.3430204538129129,0.021649177616332962,0.01043302651300246,0.01947048611111111,0.035851562499999996,1798.0,0.0,2,,,,,,,
2025-07-06 09:00:00,0.22848962006762724,0.1497071645955464,0.11579717695713043,2.1737096309661865,0.6616437345865558,0.028216788658438508,0.02024770641688486,0.025690104166666665,0.048962673611111104,1796.0,0.0,3,,,,,,,
2025-07-06 10:00:00,0.19772676357757932,0.07299107625230697,0.10814809799194336,0.49879756569862366,0.37859825897623944,0.022221415515055958,0.01745049168093823,0.01728298611111111,0.049324652777777776,1797.0,0.0,2,,,,,,,
2025-07-06 11:00:00,0.201790387755178,0.13958771816857254,0.11561669409275055,3.227368116378784,0.49590018498786437,0.021932684392969762,0.019501653914377415,0.017339409722222223,0.04109982638888889,1797.0,0.0,2,,,,,,,
2025-07-06 12:00:00,0.18554623742599785,0.04598467445905744,0.11763367056846619,0.4724885821342468,0.2872583787654033,0.01984640198942682,0.010909555227791249,0.01728298611111111,0.03534027777777779,1797.0,0.0,2,,,,,,,
2025-07-06 13:00:00,0.20365547782040147,0.062323530666120314,0.11703398078680038,0.5626217722892761,0.3791519584645982,0.024034843402391547,0.014441606579163383,0.020062934027777778,0.045022135416666664,1798.0,0.0,2,,,,,,,
2025-07-06 14:00:00,0.189902084665933,0.048063919467201996,0.1188930869102478,0.5566859841346741,0.30071654847464246,0.02106502345103316,0.011890340785981312,0.01886935763888889,0.03609157986111111,1796.0,0.0,3,,,,,,,
2025-07-06 15:00:00,0.19856626143638598,0.14815292223386817,0.1117641031742096,2.235800266265869,0.5308606689417518,0.020612440487231806,0.018727397197926474,0.015911458333333333,0.03736197916666668,1797.0,0.0,2,,,,,,,
2025-07-06 16:00:00,0.20605726138329467,0.04444260241644005,0.12002276629209518,0.4464377164840698,0.4043742960114727,0.025106656831602053,0.009615464956749925,0.023819444444444445,0.03771093750000001,1797.0,0.0,2,,,,,,,
2025-07-06 17:00:00,0.22203300989496755,0.050700882661011866,0.13101978600025177,0.6171106696128845,0.4310974030194179,0.029396537149106533,0.011772088213895762,0.027552083333333335,0.045067708333333345,1797.0,0.0,2,,,,,,,
2025-07-06 18:00:00,0.27420802199496674,0.05652532530014001,0.1781667023897171,0.48961547017097473,0.6642255740096936,0.041421357505341885,0.010556052872777928,0.04174045138888889,0.05399522569444445,104.0,0.9421901056142301,2,,,,,,,
2025-07-06 19:00:00,,,,,,,,,,,1.0,3,,,,,,,
2025-07-06 20:00:00,,,,,,,,,,,1.0,2,,,,,,,
2025-07-06 21:00:00,,,,,,,,,,,1.0,2,,,,,,,
2025-07-06 22:00:00,,,,,,,,,,,1.0,2,,,,,,,
2025-07-06 23:00:00,,,,,,,,,,,1.0,2,,,,,,,
2025-07-07 00:00:00,,,,,,,,,,,1.0,3,,,,,,,
2025-07-07 01:00:00,,,,,,,,,,,1.0,2,,,,,,,
2025-07-07 02:00:00,,,,,,,,,,,1.0,2,,,,,,,
2025-07-07 03:00:00,,,,,,,,,,,1.0,2,,,,,,,
2025-07-07 04:00:00,,,,,,,,,,,1.0,2,,,,,,,
2025-07-07 05:00:00,,,,,,,,,,,1.0,3,,,,,,,
2025-07-07 06:00:00,0.2552089429356374,0.0645753930290119,0.1343221515417099,0.6601327657699585,0.6402621993465687,0.03597671906826992,0.014214084827103197,0.034375,0.054874131944444446,1691.0,0.05846325167037862,2,,,,,,,
2025-07-07 07:00:00,0.20960732059357362,0.0643313525993451,0.11911030858755112,0.539702296257019,0.4197806976372806,0.02492280488700303,0.015489332178147297,0.02066840277777778,0.04555208333333333,1797.0,0.0,2,,,,,,,
2025-07-07 08:00:00,0.2570180055925298,0.18338017454926742,0.12000483274459839,2.374595880508423,0.8634459535691329,0.03337520481666976,0.026394838583149498,0.027860243055555556,0.056366319444444445,1797.0,0.0,2,,,,,,,
2025-07-07 09:00:00,0.20254270699252275,0.05802056131290548,0.11486189812421799,0.4808211624622345,0.3707571120661278,0.023471633219008775,0.013742286801116369,0.021575520833333334,0.04192968749999999,1798.0,0.0,2,,,,,,,
2025-07-07 10:00:00,0.18872112083873133,0.050375946608253924,0.11219342052936554,0.4661109149456024,0.3167476050953955,0.02006095963638332,0.012155739706218764,0.01859157986111111,0.036293402777777775,1796.0,0.0,3,,,,,,,
2025-07-07 11:00:00,0.20865107488569182,0.05896671661228894,0.11431225389242172,0.5325863361358643,0.4114954729622015,0.025008156437426574,0.013576760001496541,0.022209201388888888,0.044030381944444454,1797.0,0.0,2,,,,,,,
2025-07-07 12:00:00,0.19653074562333991,0.07163522670973087,0.11249605566263199,0.6179677844047546,0.3436946255768015,0.021876258366567734,0.01697945709658574,0.016345486111111113,0.045073784722222225,1797.0,0.0,2,,,,,,,
2025-07-07 13:00:00,0.1825313455796799,0.043946420851898614,0.11799802631139755,0.42164936661720276,0.2868121350520955,0.018759914769214122,0.010023469079840818,0.016996527777777777,0.03224739583333334,1797.0,0.0,2,,,,,,,
2025-07-07 14:00:00,0.22611257061362267,0.0831125488782842,0.11823777854442596,1.2044484615325928,0.4916164413305855,0.02936496280589544,0.01854794677304497,0.02342013888888889,0.054656249999999997,1798.0,0.0,2,,,,,,,
2025-07-07 15:00:00,0.20348868344004012,0.05067674506761781,0.12001917511224747,0.4616028070449829,0.38531170443596446,0.02389495947785202,0.011864207404124617,0.02336371527777778,0.039741753472222224,1796.0,0.0,3,,,,,,,
2025-07-07 16:00:00,0.20189070745962623,0.05883626329590571,0.1197817251086235,0.48156729340553284,0.3732849437293571,0.023042418788258207,0.013559766577776165,0.020833333333333332,0.0416484375,1797.0,0.0,2,,,,,,,
